firm,year,filename,summary,positive,negative,compound_sentiment,total_tokens,asset_counts,region_counts,aspect_sentiments,region_sentiments,topic_id,topic_keywords,topic_label
TrowePrice,2015,18_TrowePrice_2015.pdf,"Bill Stromberg: Remarkable recovery of U.S. stocks off March 2009 bottom, driven by strong corporate earnings. Divergent economies and central banks’ actions in Europe and Japan led to slower earnings and stock recoveries. Emerging markets economies less synchronized than ever and regional stock price returns reflect it.",28,40,-0.17647058823529413,1,"{'Equity': 13, 'Fixed Income': 1, 'Real Estate': 0, 'Commodities': 0, 'Alternatives': 0, 'Infrastructure': 0, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 5}","{'USA': 28, 'Europe': 23, 'Asia': 15, 'Emerging Markets': 6}","{'Equity': 0.21808481216430664, 'Fixed Income': 0.0, 'Real Estate': None, 'Commodities': None, 'Alternatives': None, 'Infrastructure': None, 'Private Equity': None, 'Hedge Funds': None, 'Cash': 0.0}","{'USA': -0.018096418543295426, 'Europe': -0.17665597200393676, 'Asia': -0.0022932423485649955, 'Emerging Markets': -0.463732585310936}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
TrowePrice,2016,18_TrowePrice_2016.pdf,"T. Rowe Price Investment Professionals Share Global Market Outlook For 2016 Challenging environment for corporate profits, driven by falling oil prices and strong U.S. dollar, should begin to fade. Global credit markets diverge as muted economic growth prevails around the world.",33,21,0.2222222222222222,1,"{'Equity': 4, 'Fixed Income': 3, 'Real Estate': 0, 'Commodities': 1, 'Alternatives': 0, 'Infrastructure': 0, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 0}","{'USA': 7, 'Europe': 6, 'Asia': 16, 'Emerging Markets': 2}","{'Equity': 0.2167540043592453, 'Fixed Income': -0.43082042535146076, 'Real Estate': None, 'Commodities': -0.9351202249526978, 'Alternatives': None, 'Infrastructure': None, 'Private Equity': None, 'Hedge Funds': None, 'Cash': None}","{'USA': -0.03251064817110697, 'Europe': 0.874632994333903, 'Asia': 0.029933918606151234, 'Emerging Markets': 0.0}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
TrowePrice,2017,18_TrowePrice_2017.pdf,"The pace of global gross domestic product growth has accelerated meaningfully since its trough in the spring of 2016. While growth should continue in 2017, the rise of developed market populism has made the outlook more uncertain. Modest global growth and uncertainty about the pace of rising interest rates require a selective eye when it comes to making investment decisions.",219,258,-0.08176100628930817,1,"{'Equity': 47, 'Fixed Income': 53, 'Real Estate': 3, 'Commodities': 2, 'Alternatives': 0, 'Infrastructure': 9, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 3}","{'USA': 286, 'Europe': 227, 'Asia': 52, 'Emerging Markets': 52}","{'Equity': 0.4041807933433636, 'Fixed Income': 0.18918401808352084, 'Real Estate': 0.026473969221115112, 'Commodities': 0.1479053795337677, 'Alternatives': None, 'Infrastructure': 0.4817915095223321, 'Private Equity': None, 'Hedge Funds': None, 'Cash': 0.6166757345199585}","{'USA': 0.1656551159880488, 'Europe': -0.04633005588285385, 'Asia': 0.09902190367380778, 'Emerging Markets': 0.2744415318354582}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
Troweprice,2018,18_Troweprice_2018.pdf,Investors face shifting currents as disruptive innovation and monetary uncertainty leave some markets open to surprises. Navigating volatility and discovering new opportunities requires an active management approach. The 2018 T. Rowe Price Global Market Outlook provides strategic insights that can help place you on the right side of change.,231,287,-0.10810810810810811,1,"{'Equity': 36, 'Fixed Income': 29, 'Real Estate': 3, 'Commodities': 1, 'Alternatives': 0, 'Infrastructure': 1, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 2}","{'USA': 141, 'Europe': 153, 'Asia': 50, 'Emerging Markets': 20}","{'Equity': 0.315381295979023, 'Fixed Income': 0.0625272297859192, 'Real Estate': -0.019755512475967407, 'Commodities': -0.8754984140396118, 'Alternatives': None, 'Infrastructure': 0.8055604100227356, 'Private Equity': None, 'Hedge Funds': None, 'Cash': 0.7347739934921265}","{'USA': 0.24948598552833903, 'Europe': 0.19364658417836042, 'Asia': 0.19641202688217163, 'Emerging Markets': 0.15407708659768105}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
TrowePrice,2019,18_TrowePrice_2019.pdf,"Disruption in its various forms is likely to determine the direction of global markets in the coming year. With the U.S. moving into the later stages of the business cycle, and monetary and credit conditions diverging widely across the other major global economies, the potential for renewed volatility in both equity and fixed income markets remains high.",65,176,-0.4605809128630705,1,"{'Equity': 10, 'Fixed Income': 13, 'Real Estate': 0, 'Commodities': 0, 'Alternatives': 0, 'Infrastructure': 0, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 0}","{'USA': 58, 'Europe': 37, 'Asia': 33, 'Emerging Markets': 9}","{'Equity': -0.11909078889422947, 'Fixed Income': 0.3757560469887473, 'Real Estate': None, 'Commodities': None, 'Alternatives': None, 'Infrastructure': None, 'Private Equity': None, 'Hedge Funds': None, 'Cash': None}","{'USA': -0.034439826498226245, 'Europe': -0.1416021515341366, 'Asia': -0.08326119184494019, 'Emerging Markets': 0.4708762690424919}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
TRowePrice,2020,18_TRowePrice_2020.pdf,U.S.-China tensions are impeding growth in both countries. The Eurozone is continuing to show vulnerability to trade risks. Equity returns in 2020 will depend heavily on whether an expected reacceleration in global economic growth actually materializes.,30,67,-0.38144329896907214,1,"{'Equity': 2, 'Fixed Income': 6, 'Real Estate': 0, 'Commodities': 0, 'Alternatives': 0, 'Infrastructure': 0, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 0}","{'USA': 13, 'Europe': 3, 'Asia': 10, 'Emerging Markets': 0}","{'Equity': 0.44987058639526367, 'Fixed Income': -0.7212991833686828, 'Real Estate': None, 'Commodities': None, 'Alternatives': None, 'Infrastructure': None, 'Private Equity': None, 'Hedge Funds': None, 'Cash': None}","{'USA': -0.02469022075335185, 'Europe': -0.4808465838432312, 'Asia': -0.2848359942436218, 'Emerging Markets': None}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
TrowePrice,2021,18_TrowePrice_2021.pdf,New coronavirus vaccines offer a potential lift for economies in 2021. A spike in COVID‑19 cases could slow recovery in the first quarter. Economic improvement could shift spending from firms that gained during the pandemic to cyclical names damaged by it. Fixed income investors will need to be creative as low yields and tighter credit spreads make attractive returns harder to find.,109,138,-0.11740890688259109,1,"{'Equity': 6, 'Fixed Income': 22, 'Real Estate': 0, 'Commodities': 0, 'Alternatives': 0, 'Infrastructure': 0, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 0}","{'USA': 82, 'Europe': 22, 'Asia': 17, 'Emerging Markets': 2}","{'Equity': 0.598505973815918, 'Fixed Income': 0.10548199500356402, 'Real Estate': None, 'Commodities': None, 'Alternatives': None, 'Infrastructure': None, 'Private Equity': None, 'Hedge Funds': None, 'Cash': None}","{'USA': 0.1532910668080853, 'Europe': 0.2609321177005768, 'Asia': 0.09497776627540588, 'Emerging Markets': 0.6747827231884003}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
TRowePrice,2022,18_TRowePrice_2022.pdf,"T. Rowe Price experts expect a bumpier ride ahead for interest rates, credit spreads, and the U.S. dollar. The firm’s experts also outlined the key issues, including environmental and social matters, that might arise in the 2022 proxy voting season.",30,44,-0.1891891891891892,1,"{'Equity': 2, 'Fixed Income': 10, 'Real Estate': 0, 'Commodities': 0, 'Alternatives': 0, 'Infrastructure': 0, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 1}","{'USA': 31, 'Europe': 2, 'Asia': 4, 'Emerging Markets': 0}","{'Equity': -0.08353254199028015, 'Fixed Income': -0.11489918828010559, 'Real Estate': None, 'Commodities': None, 'Alternatives': None, 'Infrastructure': None, 'Private Equity': None, 'Hedge Funds': None, 'Cash': 0.6584452986717224}","{'USA': 0.11456120014190674, 'Europe': 0.0, 'Asia': -0.012081250548362732, 'Emerging Markets': None}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
TRowePrice,2023,18_TRowePrice_2023.pdf,"Central bank efforts to bring inflation under control have reached a critical point. In 2023, investors will be looking for the peak in interest rates. U.S. earnings growth estimates may be too optimistic. But we see relative valuation advantages in some equity sectors.",117,259,-0.3776595744680851,1,"{'Equity': 26, 'Fixed Income': 24, 'Real Estate': 1, 'Commodities': 0, 'Alternatives': 0, 'Infrastructure': 1, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 2}","{'USA': 62, 'Europe': 37, 'Asia': 24, 'Emerging Markets': 10}","{'Equity': 0.2409498173257579, 'Fixed Income': 0.12359935693118883, 'Real Estate': 0.0, 'Commodities': None, 'Alternatives': None, 'Infrastructure': 0.7085005044937134, 'Private Equity': None, 'Hedge Funds': None, 'Cash': 0.4671598970890045}","{'USA': -0.04071133666568332, 'Europe': -0.18519843879498935, 'Asia': -0.14953773617744445, 'Emerging Markets': -0.0015825703740119934}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
TRowePrice,2024,18_TRowePrice_2024.pdf,"The anticipated global recession became a delayed recession, as the post-pandemic recovery continues to distort economic data. The global equity rebound in 2023 was led by mega-cap U.S. tech stocks, but this may change in 2024. Skilled tactical asset allocation can navigate through macro distortions and storms.",128,140,-0.04477611940298507,1,"{'Equity': 23, 'Fixed Income': 18, 'Real Estate': 2, 'Commodities': 2, 'Alternatives': 0, 'Infrastructure': 0, 'Private Equity': 1, 'Hedge Funds': 0, 'Cash': 3}","{'USA': 53, 'Europe': 7, 'Asia': 7, 'Emerging Markets': 4}","{'Equity': 0.21200025294508254, 'Fixed Income': 0.09926663339138031, 'Real Estate': -0.9164558947086334, 'Commodities': 0.24010016024112701, 'Alternatives': None, 'Infrastructure': None, 'Private Equity': -0.8700475692749023, 'Hedge Funds': None, 'Cash': 0.0}","{'USA': 0.10377412357113579, 'Europe': -0.24071605503559113, 'Asia': 0.2222735434770584, 'Emerging Markets': 0.39167818427085876}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
TRowePrice,2025,18_TRowePrice_2025.pdf,"The year 2025 is shaping up to be one of transition marked by a clear broadening of investment opportunities. We believe conditions are in place for a golden age for the health care sector amid a flurry of radical innovations. High yield bonds, bank loans, and emerging markets bonds present income opportunities.",250,250,0.0,1,"{'Equity': 94, 'Fixed Income': 61, 'Real Estate': 1, 'Commodities': 1, 'Alternatives': 0, 'Infrastructure': 7, 'Private Equity': 3, 'Hedge Funds': 0, 'Cash': 9}","{'USA': 100, 'Europe': 31, 'Asia': 30, 'Emerging Markets': 4}","{'Equity': 0.2117744459394823, 'Fixed Income': 0.23873186886310577, 'Real Estate': -0.5580531358718872, 'Commodities': 0.0, 'Alternatives': None, 'Infrastructure': 0.08361397470746722, 'Private Equity': -0.27586472034454346, 'Hedge Funds': None, 'Cash': 0.664560467004776}","{'USA': 0.1975601123911994, 'Europe': 0.2088590194197262, 'Asia': 0.21009584764639536, 'Emerging Markets': -0.008641533553600311}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
UBS,2020,19_UBS_2020.pdf,"UBS unveils Year Ahead outlook for 2020 and a 'decade of transformation' Amid policy uncertainty, core recommendations include quality and dividend-paying stocks. Emerging industry standards should make sustainable investing even more approachable for investors.",2,5,-0.42857142857142855,1,"{'Equity': 2, 'Fixed Income': 1, 'Real Estate': 0, 'Commodities': 1, 'Alternatives': 0, 'Infrastructure': 0, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 0}","{'USA': 15, 'Europe': 2, 'Asia': 3, 'Emerging Markets': 0}","{'Equity': 0.40197235345840454, 'Fixed Income': 0.0, 'Real Estate': None, 'Commodities': 0.0, 'Alternatives': None, 'Infrastructure': None, 'Private Equity': None, 'Hedge Funds': None, 'Cash': None}","{'USA': 0.34687507152557373, 'Europe': 0.0, 'Asia': 0.0, 'Emerging Markets': None}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
UBS,2021,19_UBS_2021.pdf,"UBS unveils Year Ahead outlook for 2021: A year of renewal. We see economic output and corporate earnings rebounding to pre-pandemic levels in 2021. Investors should consider broadening their portfolios beyond large US companies. Investors looking for ""The Next Big Thing"" should seek opportunities in fintech, greentech, healthtech, or 5G.",26,14,0.3,1,"{'Equity': 3, 'Fixed Income': 5, 'Real Estate': 0, 'Commodities': 0, 'Alternatives': 0, 'Infrastructure': 0, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 1}","{'USA': 38, 'Europe': 4, 'Asia': 6, 'Emerging Markets': 0}","{'Equity': 0.8927584290504456, 'Fixed Income': 0.4313940703868866, 'Real Estate': None, 'Commodities': None, 'Alternatives': None, 'Infrastructure': None, 'Private Equity': None, 'Hedge Funds': None, 'Cash': 0.0}","{'USA': 0.15939791565356048, 'Europe': 0.0, 'Asia': 0.07351717948913575, 'Emerging Markets': None}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
UBS,2022,19_UBS_2022.pdf,"UBS Global Wealth Management’s Chief Investment Office Year Ahead 2022 outlook. 2022 is expected to be a year of two halves, with high rates of economic growth and inflation in the first half. Investors should seek opportunities in the net-zero carbon transition and the “ABC” of disruptive technologies – artificial intelligence, big data, and cybersecurity.",26,27,-0.018867924528301886,1,"{'Equity': 5, 'Fixed Income': 0, 'Real Estate': 0, 'Commodities': 1, 'Alternatives': 1, 'Infrastructure': 0, 'Private Equity': 1, 'Hedge Funds': 0, 'Cash': 0}","{'USA': 25, 'Europe': 9, 'Asia': 6, 'Emerging Markets': 0}","{'Equity': 0.4157189726829529, 'Fixed Income': None, 'Real Estate': None, 'Commodities': 0.9441978931427002, 'Alternatives': 0.0, 'Infrastructure': None, 'Private Equity': 0.0, 'Hedge Funds': None, 'Cash': None}","{'USA': 0.21381542963140152, 'Europe': 0.4822092533111572, 'Asia': -0.016003241141637165, 'Emerging Markets': None}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
UBS,2023,19_UBS_2023.pdf,"UBS’s Chief Investment Office looks ahead to a year of inflections, which will shape the investment landscape in the year to come. High inflation, rising rates, and slowing growth expectations favor a relatively defensive stance on risky assets. Defensive sectors should prove relatively insulated from a weakening economy.",36,58,-0.23404255319148937,1,"{'Equity': 4, 'Fixed Income': 0, 'Real Estate': 0, 'Commodities': 1, 'Alternatives': 0, 'Infrastructure': 1, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 0}","{'USA': 31, 'Europe': 14, 'Asia': 6, 'Emerging Markets': 0}","{'Equity': -0.04613962769508362, 'Fixed Income': None, 'Real Estate': None, 'Commodities': 0.0, 'Alternatives': None, 'Infrastructure': 0.0, 'Private Equity': None, 'Hedge Funds': None, 'Cash': None}","{'USA': 0.20453270321542566, 'Europe': 0.10034668445587158, 'Asia': -0.09661473830540974, 'Emerging Markets': None}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
UBS,2024,19_UBS_2024.pdf,"UBS’s Chief Investment Office sees us entering “a new world” in 2024. Investors should focus on quality, get in balance, and stay disciplined yet agile. There are opportunities to capture growth in leaders from disruption, including generative AI.",44,48,-0.043478260869565216,1,"{'Equity': 11, 'Fixed Income': 13, 'Real Estate': 0, 'Commodities': 1, 'Alternatives': 1, 'Infrastructure': 1, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 1}","{'USA': 30, 'Europe': 6, 'Asia': 1, 'Emerging Markets': 0}","{'Equity': 0.14629451036453248, 'Fixed Income': 0.08679787470744206, 'Real Estate': None, 'Commodities': 0.0, 'Alternatives': 0.0, 'Infrastructure': 0.7996801733970642, 'Private Equity': None, 'Hedge Funds': None, 'Cash': -0.3895794153213501}","{'USA': 0.06858320534229279, 'Europe': -0.40504948298136395, 'Asia': -0.9137722849845886, 'Emerging Markets': None}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
UBS,2025,19_UBS_2025.pdf,"UBS’s Chief Investment Office looks at key developments that will shape the next stage of this decade, including US political change, transformative innovations, and lower interest rates. In its base case CIO believes the S&P 500 could reach 6,600 by the end of 2025.",45,42,0.034482758620689655,1,"{'Equity': 6, 'Fixed Income': 2, 'Real Estate': 2, 'Commodities': 0, 'Alternatives': 0, 'Infrastructure': 0, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 1}","{'USA': 42, 'Europe': 24, 'Asia': 7, 'Emerging Markets': 0}","{'Equity': 0.22910132010777792, 'Fixed Income': 0.8804119229316711, 'Real Estate': 0.9378277063369751, 'Commodities': None, 'Alternatives': None, 'Infrastructure': None, 'Private Equity': None, 'Hedge Funds': None, 'Cash': -0.8276264071464539}","{'USA': 0.2002206998211997, 'Europe': 0.03442919999361038, 'Asia': 0.15578140020370485, 'Emerging Markets': None}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
Amundi,2019,1_Amundi_2019.pdf,"Investors are facing an unsettled environment. It is time to look at where the economy is heading. A global economic recession is not the central scenario. We don't see any interest rate normalisation in the Eurozone in 2019/20. EMs have suffered multiple headwinds –higher US rates, the strong USD and idiosyncratic stories.",103,158,-0.210727969348659,1,"{'Equity': 11, 'Fixed Income': 12, 'Real Estate': 1, 'Commodities': 1, 'Alternatives': 0, 'Infrastructure': 1, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 2}","{'USA': 100, 'Europe': 72, 'Asia': 14, 'Emerging Markets': 3}","{'Equity': 0.051863360404968264, 'Fixed Income': 0.25959439277648927, 'Real Estate': 0.0, 'Commodities': 0.8484695553779602, 'Alternatives': None, 'Infrastructure': 0.0, 'Private Equity': None, 'Hedge Funds': None, 'Cash': 0.0}","{'USA': 0.11788297891616821, 'Europe': -0.06868874615636365, 'Asia': 0.28943981528282164, 'Emerging Markets': 0.0037227471669514975}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
Amundi,2020,1_Amundi_2020.pdf,"We enter 2020 with the conviction that at this stage a slowdown is in the nature of the cycle, but there are some specific features that characterise it as a peculiar regime. The retreat in global trade is causing a major change in the structure of growth, but does not point to a full-blown recession. Monetary and fiscal policy combination, a prominent theme going forward, may extend the current cycle further.",296,541,-0.2927120669056153,1,"{'Equity': 23, 'Fixed Income': 49, 'Real Estate': 3, 'Commodities': 7, 'Alternatives': 2, 'Infrastructure': 6, 'Private Equity': 1, 'Hedge Funds': 1, 'Cash': 4}","{'USA': 326, 'Europe': 140, 'Asia': 78, 'Emerging Markets': 12}","{'Equity': 0.14973679780960084, 'Fixed Income': 0.2302149596967195, 'Real Estate': 0.6326025327046713, 'Commodities': 0.08996618390083314, 'Alternatives': -0.03303983807563782, 'Infrastructure': -0.07236284017562866, 'Private Equity': 0.9555984139442444, 'Hedge Funds': 0.854404091835022, 'Cash': -0.48130419850349426}","{'USA': 0.047705341220477926, 'Europe': 0.16070825316138188, 'Asia': 0.13221008898848194, 'Emerging Markets': 0.3624499602751298}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
Amundi,2021,1_Amundi_2021.pdf,"The Covid-19 pandemic drove an unprecedented collapse in economic activity in H1, which was followed by a desynchronised rebound. The recovery phase has been uneven, with the virus cycle dictating the sequence of it. We believe that the damage to the global economy will last well beyond 2021.",306,432,-0.17073170731707318,1,"{'Equity': 37, 'Fixed Income': 40, 'Real Estate': 10, 'Commodities': 18, 'Alternatives': 1, 'Infrastructure': 12, 'Private Equity': 1, 'Hedge Funds': 0, 'Cash': 7}","{'USA': 287, 'Europe': 137, 'Asia': 54, 'Emerging Markets': 5}","{'Equity': 0.1751497225327925, 'Fixed Income': 0.1438799717209556, 'Real Estate': 0.04443380832672119, 'Commodities': 0.08489207550883293, 'Alternatives': 0.0, 'Infrastructure': 0.3032513044097207, 'Private Equity': -0.8132395148277283, 'Hedge Funds': None, 'Cash': 0.497960885365804}","{'USA': 0.1256696539467545, 'Europe': 0.249387660669902, 'Asia': 0.2917456076695369, 'Emerging Markets': 0.15048134326934814}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
Amundi,2022,1_Amundi_2022.pdf,"The world is preparing to face its greatest ever challenges: the energy transition to fight the inexorable climate crisis and the development of an inclusive growth model. Huge fiscal stimulus, along with private capital, is crucial for the ambitious investment needed to reach Net Zero emission targets by 2050.",200,364,-0.2907801418439716,1,"{'Equity': 24, 'Fixed Income': 21, 'Real Estate': 9, 'Commodities': 16, 'Alternatives': 0, 'Infrastructure': 15, 'Private Equity': 9, 'Hedge Funds': 1, 'Cash': 2}","{'USA': 250, 'Europe': 155, 'Asia': 53, 'Emerging Markets': 10}","{'Equity': 0.2674129171804948, 'Fixed Income': 0.0742134311619927, 'Real Estate': 0.3679532930254936, 'Commodities': 0.19839741786321005, 'Alternatives': None, 'Infrastructure': 0.3971522067274366, 'Private Equity': 0.6746863946318626, 'Hedge Funds': 0.9240962266921997, 'Cash': 0.04580742120742798}","{'USA': 0.18298339671482242, 'Europe': 0.1392037408692496, 'Asia': -0.06156161898060849, 'Emerging Markets': 0.13218091130256654}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
Amundi,2023,1_Amundi_2023.pdf,The Russia-Ukraine conflict is acting as an accelerator towards a regime shift. The energy crisis will be the main economic driver in Europe. Central banks will do whatever it takes to fight inflation and avoid a 1970s-style crisis.,224,463,-0.34788937409024745,1,"{'Equity': 17, 'Fixed Income': 29, 'Real Estate': 3, 'Commodities': 5, 'Alternatives': 0, 'Infrastructure': 8, 'Private Equity': 3, 'Hedge Funds': 4, 'Cash': 8}","{'USA': 248, 'Europe': 144, 'Asia': 60, 'Emerging Markets': 9}","{'Equity': 0.026934035619099937, 'Fixed Income': 0.03113206750468204, 'Real Estate': 0.3055903712908427, 'Commodities': -0.17737133502960206, 'Alternatives': None, 'Infrastructure': 0.3956623077392578, 'Private Equity': -0.04181984066963196, 'Hedge Funds': 0.26421745618184406, 'Cash': 0.12235631261553083}","{'USA': -0.04641164644133477, 'Europe': -0.05601268083276883, 'Asia': -0.020615890622138977, 'Emerging Markets': -0.011676636007097032}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
